,Ticker,Parametro Utilizado,Resultado 12 meses,Resultado 3 meses,Total de operações,Operações vencedoras,Operações perdedoras,Operações vencedoras(%),Operações Perdedoras(%),Maior DD da operação,Maior ganho da operação,Lucro Médio
2023-01-18,LPSB3.SA,-3.6,97.64,25.8,38,22,16,57.89,42.11,-8.25,11.86,0.29
2023-01-18,LPSB3.SA,-3.7,96.12,26.22,36,20,16,55.56,44.44,-8.25,12.43,0.29
2023-01-18,LPSB3.SA,-3.8,93.17,28.36,35,21,14,60.0,40.0,-8.25,12.43,0.32
2023-01-18,LPSB3.SA,-3.9,92.29,30.81,35,21,14,60.0,40.0,-7.73,12.43,0.34
2023-01-18,LPSB3.SA,-4.0,88.05,33.52,35,21,14,60.0,40.0,-7.73,12.43,0.37
2023-01-18,LREN3.SA,-0.5,-4.94,-15.93,80,30,50,37.5,62.5,-5.57,5.67,-0.18
2023-01-18,LREN3.SA,-0.6,-2.83,-14.35,76,29,47,38.16,61.84,-5.48,5.77,-0.16
2023-01-18,LREN3.SA,-0.7,1.14,-10.63,77,31,46,40.26,59.74,-5.39,5.91,-0.12
2023-01-18,LREN3.SA,-0.8,7.87,-8.58,75,30,45,40.0,60.0,-5.25,6.01,-0.1
2023-01-18,LREN3.SA,-0.9,24.96,-3.82,74,30,44,40.54,59.46,-5.16,6.11,-0.04
2023-01-18,LREN3.SA,-1.0,20.1,-4.93,72,28,44,38.89,61.11,-5.07,6.2,-0.05
2023-01-18,LREN3.SA,-1.1,18.39,-6.43,69,27,42,39.13,60.87,-4.98,6.3,-0.07
2023-01-18,LREN3.SA,-1.2,10.04,-20.82,65,24,41,36.92,63.08,-4.89,5.43,-0.23
2023-01-18,LREN3.SA,-1.3,-1.29,-18.87,60,25,35,41.67,58.33,-4.79,5.54,-0.21
2023-01-18,LREN3.SA,-1.4,10.49,-12.9,60,29,31,48.33,51.67,-4.66,5.61,-0.14
2023-01-18,LREN3.SA,-1.5,8.38,-21.08,57,26,31,45.61,54.39,-4.57,5.38,-0.23
2023-01-18,LREN3.SA,-1.6,6.82,-15.56,57,26,31,45.61,54.39,-4.47,5.48,-0.17
2023-01-18,LREN3.SA,-1.7,12.56,-17.66,53,22,31,41.51,58.49,-4.38,5.57,-0.2
2023-01-18,LREN3.SA,-1.8,20.79,-15.7,50,21,29,42.0,58.0,-4.29,5.67,-0.17
2023-01-18,LREN3.SA,-1.9,15.89,-13.55,47,22,25,46.81,53.19,-4.16,5.77,-0.15
2023-01-18,LREN3.SA,-2.0,18.78,-13.32,46,22,24,47.83,52.17,-4.06,5.87,-0.15
2023-01-18,LREN3.SA,-2.1,18.75,-9.77,45,21,24,46.67,53.33,-3.97,5.97,-0.11
2023-01-18,LREN3.SA,-2.2,15.56,-12.47,43,19,24,44.19,55.81,-3.88,5.56,-0.14
2023-01-18,LREN3.SA,-2.3,17.21,-9.64,41,18,23,43.9,56.1,-3.79,5.66,-0.11
2023-01-18,LREN3.SA,-2.4,18.15,-7.9,39,18,21,46.15,53.85,-3.65,5.71,-0.09
2023-01-18,LREN3.SA,-2.5,22.43,-5.12,37,17,20,45.95,54.05,-3.56,5.81,-0.06
2023-01-18,LREN3.SA,-2.6,25.42,-2.6,35,18,17,51.43,48.57,-3.47,5.91,-0.03
2023-01-18,LREN3.SA,-2.7,29.3,-0.46,35,19,16,54.29,45.71,-3.38,6.01,-0.01
2023-01-18,LREN3.SA,-2.8,23.16,-0.07,33,19,14,57.58,42.42,-3.29,6.11,-0.0
2023-01-18,LREN3.SA,-2.9,25.49,3.27,33,20,13,60.61,39.39,-3.15,6.22,0.04
2023-01-18,LREN3.SA,-3.0,22.51,2.77,30,18,12,60.0,40.0,-3.06,6.32,0.03
2023-01-18,LREN3.SA,-3.1,19.62,5.84,31,19,12,61.29,38.71,-2.97,6.42,0.06
2023-01-18,LREN3.SA,-3.2,18.54,8.9,31,20,11,64.52,35.48,-2.88,6.52,0.1
2023-01-18,LREN3.SA,-3.3,12.17,4.38,28,17,11,60.71,39.29,-2.79,6.62,0.05
2023-01-18,LREN3.SA,-3.4,11.5,0.49,27,16,11,59.26,40.74,-2.69,2.17,0.01
2023-01-18,LREN3.SA,-3.5,12.52,0.28,25,14,11,56.0,44.0,-2.56,2.26,0.0
2023-01-18,LREN3.SA,-3.6,11.75,0.42,24,13,11,54.17,45.83,-2.47,2.28,0.0
2023-01-18,LREN3.SA,-3.7,14.26,0.44,22,12,10,54.55,45.45,-2.37,2.39,0.0
2023-01-18,LREN3.SA,-3.8,7.06,2.82,23,13,10,56.52,43.48,-2.28,2.51,0.03
2023-01-18,LREN3.SA,-3.9,10.41,3.8,21,12,9,57.14,42.86,-2.19,2.58,0.04
2023-01-18,LREN3.SA,-4.0,10.72,3.75,20,11,9,55.0,45.0,-2.05,2.69,0.04
2023-01-18,LVTC3.SA,-0.5,-95.97,-11.56,77,30,47,38.96,61.04,-7.67,14.45,-0.13
2023-01-18,LVTC3.SA,-0.6,-76.5,-6.55,73,30,43,41.1,58.9,-7.5,14.61,-0.07
2023-01-18,LVTC3.SA,-0.7,-64.91,-5.22,71,29,42,40.85,59.15,-7.5,14.61,-0.06
2023-01-18,LVTC3.SA,-0.8,-49.08,-3.0,74,32,42,43.24,56.76,-7.34,14.77,-0.03
2023-01-18,LVTC3.SA,-0.9,-37.54,4.6,74,33,41,44.59,55.41,-7.18,14.93,0.05
2023-01-18,LVTC3.SA,-1.0,-30.94,4.5,71,30,41,42.25,57.75,-7.18,14.93,0.05
2023-01-18,LVTC3.SA,-1.1,-21.61,13.24,70,31,39,44.29,55.71,-7.01,15.09,0.15
2023-01-18,LVTC3.SA,-1.2,-16.37,11.66,66,28,38,42.42,57.58,-7.01,15.09,0.13
2023-01-18,LVTC3.SA,-1.3,-17.4,19.08,67,29,38,43.28,56.72,-6.85,15.25,0.21
2023-01-18,LVTC3.SA,-1.4,-19.6,22.09,66,29,37,43.94,56.06,-6.69,15.41,0.25
2023-01-18,LVTC3.SA,-1.5,-5.94,27.38,64,28,36,43.75,56.25,-6.69,15.41,0.3
2023-01-18,LVTC3.SA,-1.6,10.99,34.21,64,29,35,45.31,54.69,-6.53,15.57,0.38
2023-01-18,LVTC3.SA,-1.7,17.68,34.66,65,30,35,46.15,53.85,-6.53,15.73,0.39
2023-01-18,LVTC3.SA,-1.8,22.31,33.45,60,28,32,46.67,53.33,-6.36,15.73,0.37
2023-01-18,LVTC3.SA,-1.9,15.44,23.78,57,27,30,47.37,52.63,-6.2,9.72,0.26
2023-01-18,LVTC3.SA,-2.0,3.95,15.02,54,26,28,48.15,51.85,-6.2,9.86,0.17
2023-01-18,LVTC3.SA,-2.1,8.92,17.16,53,27,26,50.94,49.06,-6.04,10.0,0.19
2023-01-18,LVTC3.SA,-2.2,-10.07,-7.34,49,23,26,46.94,53.06,-6.04,9.81,-0.08
2023-01-18,LVTC3.SA,-2.3,-2.39,-6.97,48,23,25,47.92,52.08,-5.87,9.81,-0.08
2023-01-18,LVTC3.SA,-2.4,4.29,-2.28,47,23,24,48.94,51.06,-5.71,9.98,-0.03
2023-01-18,LVTC3.SA,-2.5,7.1,0.45,44,21,23,47.73,52.27,-5.71,10.15,0.01
2023-01-18,LVTC3.SA,-2.6,10.12,4.48,44,22,22,50.0,50.0,-5.55,10.15,0.05
2023-01-18,LVTC3.SA,-2.7,2.97,-1.6,43,21,22,48.84,51.16,-5.38,7.58,-0.02
2023-01-18,LVTC3.SA,-2.8,4.1,2.12,43,21,22,48.84,51.16,-5.38,7.58,0.02
2023-01-18,LVTC3.SA,-2.9,4.48,-2.95,38,18,20,47.37,52.63,-5.22,7.78,-0.03
2023-01-18,LVTC3.SA,-3.0,8.48,-7.67,35,16,19,45.71,54.29,-5.22,7.78,-0.09
2023-01-18,LVTC3.SA,-3.1,5.89,-7.96,34,15,19,44.12,55.88,-5.06,7.98,-0.09
2023-01-18,LVTC3.SA,-3.2,16.72,-5.78,32,14,18,43.75,56.25,-4.89,7.98,-0.06
2023-01-18,LVTC3.SA,-3.3,14.56,-3.38,30,13,17,43.33,56.67,-4.89,8.18,-0.04
2023-01-18,LVTC3.SA,-3.4,11.51,-0.57,29,13,16,44.83,55.17,-4.73,8.18,-0.01
2023-01-18,LVTC3.SA,-3.5,19.6,0.61,28,13,15,46.43,53.57,-4.73,8.38,0.01
2023-01-18,LVTC3.SA,-3.6,29.81,3.51,28,14,14,50.0,50.0,-4.57,8.38,0.04
2023-01-18,LVTC3.SA,-3.7,37.23,6.04,28,14,14,50.0,50.0,-4.4,8.58,0.07
2023-01-18,LVTC3.SA,-3.8,38.76,8.91,28,14,14,50.0,50.0,-4.4,8.58,0.1
2023-01-18,LVTC3.SA,-3.9,21.2,3.41,27,13,14,48.15,51.85,-4.24,7.6,0.04
2023-01-18,LVTC3.SA,-4.0,23.47,5.84,26,13,13,50.0,50.0,-4.08,7.6,0.06
2023-01-18,LWSA3.SA,-0.5,-26.31,-17.86,79,38,41,48.1,51.9,-9.46,11.7,-0.2
2023-01-18,LWSA3.SA,-0.6,-19.71,-20.1,77,37,40,48.05,51.95,-9.38,11.8,-0.22
2023-01-18,LWSA3.SA,-0.7,-20.88,-27.49,75,35,40,46.67,53.33,-9.29,11.9,-0.31
2023-01-18,LWSA3.SA,-0.8,-11.39,-22.54,73,34,39,46.58,53.42,-9.2,12.0,-0.25
2023-01-18,LWSA3.SA,-0.9,-17.56,-21.45,72,34,38,47.22,52.78,-9.11,12.11,-0.24
2023-01-18,LWSA3.SA,-1.0,-16.64,-14.71,71,34,37,47.89,52.11,-9.02,12.21,-0.16
2023-01-18,LWSA3.SA,-1.1,-5.04,-10.5,71,34,37,47.89,52.11,-8.93,12.31,-0.12
2023-01-18,LWSA3.SA,-1.2,-3.15,-8.64,69,33,36,47.83,52.17,-8.84,12.41,-0.1
2023-01-18,LWSA3.SA,-1.3,2.38,-14.25,69,33,36,47.83,52.17,-8.66,8.83,-0.16
2023-01-18,LWSA3.SA,-1.4,13.64,-9.56,67,31,36,46.27,53.73,-8.57,8.96,-0.11
2023-01-18,LWSA3.SA,-1.5,-3.56,-11.5,66,30,36,45.45,54.55,-8.48,8.3,-0.13
2023-01-18,LWSA3.SA,-1.6,7.85,-7.97,65,29,36,44.62,55.38,-8.39,8.3,-0.09
2023-01-18,LWSA3.SA,-1.7,16.24,-4.31,61,26,35,42.62,57.38,-8.3,8.42,-0.05
2023-01-18,LWSA3.SA,-1.8,-7.64,-9.92,58,24,34,41.38,58.62,-8.21,8.49,-0.11
2023-01-18,LWSA3.SA,-1.9,-25.07,-12.62,57,23,34,40.35,59.65,-8.12,8.49,-0.14
2023-01-18,LWSA3.SA,-2.0,-21.47,-14.05,54,22,32,40.74,59.26,-8.04,8.63,-0.16
2023-01-18,LWSA3.SA,-2.1,-12.72,-9.88,52,22,30,42.31,57.69,-7.86,8.77,-0.11
2023-01-18,LWSA3.SA,-2.2,-20.9,-14.19,52,22,30,42.31,57.69,-7.77,8.91,-0.16
2023-01-18,LWSA3.SA,-2.3,-33.99,-14.48,50,20,30,40.0,60.0,-7.68,8.91,-0.16
2023-01-18,LWSA3.SA,-2.4,-43.46,-18.94,49,19,30,38.78,61.22,-7.59,6.68,-0.21
2023-01-18,LWSA3.SA,-2.5,-41.21,-14.02,48,19,29,39.58,60.42,-7.5,6.81,-0.16
2023-01-18,LWSA3.SA,-2.6,-33.12,-11.29,48,20,28,41.67,58.33,-7.41,6.81,-0.13
2023-01-18,LWSA3.SA,-2.7,-21.97,-7.08,47,20,27,42.55,57.45,-7.32,6.94,-0.08
2023-01-18,LWSA3.SA,-2.8,-29.14,-18.79,42,17,25,40.48,59.52,-7.23,6.55,-0.21
2023-01-18,LWSA3.SA,-2.9,-16.4,-14.71,41,19,22,46.34,53.66,-7.14,6.65,-0.16
2023-01-18,LWSA3.SA,-3.0,-9.74,-13.08,41,19,22,46.34,53.66,-6.96,6.74,-0.15
2023-01-18,LWSA3.SA,-3.1,0.34,-9.73,42,21,21,50.0,50.0,-6.88,6.84,-0.11
2023-01-18,LWSA3.SA,-3.2,8.85,-9.39,40,20,20,50.0,50.0,-6.79,6.94,-0.1
2023-01-18,LWSA3.SA,-3.3,5.59,-13.48,39,19,20,48.72,51.28,-6.7,7.03,-0.15
2023-01-18,LWSA3.SA,-3.4,9.57,-9.54,39,19,20,48.72,51.28,-6.61,7.13,-0.11
2023-01-18,LWSA3.SA,-3.5,21.37,-5.26,39,19,20,48.72,51.28,-6.52,7.23,-0.06
2023-01-18,LWSA3.SA,-3.6,1.08,-10.5,36,17,19,47.22,52.78,-6.43,4.83,-0.12
2023-01-18,LWSA3.SA,-3.7,5.85,-6.78,35,18,17,51.43,48.57,-6.34,4.96,-0.08
2023-01-18,LWSA3.SA,-3.8,10.48,-4.35,35,18,17,51.43,48.57,-6.16,4.98,-0.05
2023-01-18,LWSA3.SA,-3.9,8.12,-3.22,33,17,16,51.52,48.48,-6.07,5.16,-0.04
2023-01-18,LWSA3.SA,-4.0,9.14,0.27,33,18,15,54.55,45.45,-5.98,5.26,0.0
2023-01-18,M1NS34.SA,-0.5,-68.64,-17.29,33,8,25,24.24,75.76,-3.16,0.97,-0.19
2023-01-18,M1NS34.SA,-0.6,-63.68,-17.38,26,5,21,19.23,80.77,-3.06,0.6,-0.19
2023-01-18,M1NS34.SA,-0.7,-57.53,-15.39,24,6,18,25.0,75.0,-2.98,0.71,-0.17
2023-01-18,M1NS34.SA,-0.8,-51.73,-13.86,20,4,16,20.0,80.0,-2.87,0.79,-0.15
2023-01-18,M1NS34.SA,-0.9,-46.96,-12.08,19,3,16,15.79,84.21,-2.77,0.9,-0.13
2023-01-18,M1NS34.SA,-1.0,-42.26,-10.25,18,3,15,16.67,83.33,-2.67,1.01,-0.11
2023-01-18,M1NS34.SA,-1.1,-38.69,-9.64,15,4,11,26.67,73.33,-2.57,0.48,-0.11
2023-01-18,M1NS34.SA,-1.2,-33.78,-8.85,13,2,11,15.38,84.62,-2.47,0.57,-0.1
2023-01-18,M1NS34.SA,-1.3,-32.75,-7.6,11,2,9,18.18,81.82,-2.37,0.67,-0.08
2023-01-18,M1NS34.SA,-1.4,-29.89,-6.49,11,2,9,18.18,81.82,-2.27,0.77,-0.07
2023-01-18,M1NS34.SA,-1.5,-25.44,-5.42,11,2,9,18.18,81.82,-2.17,0.87,-0.06
2023-01-18,M1NS34.SA,-1.6,-22.02,-4.29,10,2,8,20.0,80.0,-2.07,0.98,-0.05
2023-01-18,M1NS34.SA,-1.7,-20.12,-5.01,8,0,8,0.0,100.0,-1.96,0.0,-0.06
2023-01-18,M1NS34.SA,-1.8,-21.22,-4.28,7,1,6,14.29,85.71,-1.86,0.03,-0.05
2023-01-18,M1NS34.SA,-1.9,-18.89,-3.58,7,1,6,14.29,85.71,-1.76,0.13,-0.04
2023-01-18,M1NS34.SA,-2.0,-18.18,-2.92,7,1,6,14.29,85.71,-1.68,0.23,-0.03
2023-01-18,M1NS34.SA,-2.1,-16.07,-2.22,6,1,5,16.67,83.33,-1.57,0.33,-0.02
2023-01-18,M1NS34.SA,-2.2,-20.79,-1.62,5,1,4,20.0,80.0,-1.47,0.43,-0.02
2023-01-18,M1NS34.SA,-2.3,-19.07,-1.6,4,1,3,25.0,75.0,-1.37,0.1,-0.02
2023-01-18,M1NS34.SA,-2.4,-17.77,-1.21,3,1,2,33.33,66.67,-1.27,0.2,-0.01
2023-01-18,M1NS34.SA,-2.5,-18.35,-1.22,2,0,2,0.0,100.0,-1.17,0.0,-0.01
2023-01-18,M1NS34.SA,-2.6,-16.83,-1.07,1,0,1,0.0,100.0,-1.07,0.0,-0.01
2023-01-18,M1NS34.SA,-2.7,-16.36,-0.97,1,0,1,0.0,100.0,-0.97,0.0,-0.01
2023-01-18,M1NS34.SA,-2.8,-16.07,-0.87,1,0,1,0.0,100.0,-0.87,0.0,-0.01
2023-01-18,M1NS34.SA,-2.9,-14.89,-0.77,1,0,1,0.0,100.0,-0.77,0.0,-0.01
2023-01-18,M1NS34.SA,-3.0,-15.39,-0.66,1,0,1,0.0,100.0,-0.66,0.0,-0.01
2023-01-18,M1NS34.SA,-3.1,-14.49,-0.56,1,0,1,0.0,100.0,-0.56,0.0,-0.01
2023-01-18,M1NS34.SA,-3.2,-13.62,-0.46,1,0,1,0.0,100.0,-0.46,0.0,-0.01
2023-01-18,M1NS34.SA,-3.3,-13.6,-0.38,1,0,1,0.0,100.0,-0.38,0.0,-0.0
2023-01-18,M1NS34.SA,-3.4,-12.88,-0.27,1,0,1,0.0,100.0,-0.27,0.0,-0.0
2023-01-18,M1NS34.SA,-3.5,-14.33,-0.17,1,0,1,0.0,100.0,-0.17,0.0,-0.0
2023-01-18,M1NS34.SA,-3.6,-13.74,-0.07,1,0,1,0.0,100.0,-0.07,0.0,-0.0
2023-01-18,M1NS34.SA,-3.7,-13.17,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,M1NS34.SA,-3.8,-12.68,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,M1NS34.SA,-3.9,-12.19,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,M1NS34.SA,-4.0,-11.66,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,M1RN34.SA,-0.5,-81.96,-26.4,68,30,38,44.12,55.88,-10.07,7.27,-0.29
2023-01-18,M1RN34.SA,-0.6,-65.67,-21.0,68,30,38,44.12,55.88,-9.98,7.35,-0.23
2023-01-18,M1RN34.SA,-0.7,-47.52,-14.01,68,30,38,44.12,55.88,-9.88,7.46,-0.16
2023-01-18,M1RN34.SA,-0.8,-36.05,-12.79,66,29,37,43.94,56.06,-9.77,7.55,-0.14
2023-01-18,M1RN34.SA,-0.9,-24.31,-9.18,65,30,35,46.15,53.85,-9.67,7.66,-0.1
2023-01-18,M1RN34.SA,-1.0,-17.57,-14.64,63,29,34,46.03,53.97,-9.58,7.75,-0.16
2023-01-18,M1RN34.SA,-1.1,-2.48,-9.64,62,29,33,46.77,53.23,-9.48,7.86,-0.11
2023-01-18,M1RN34.SA,-1.2,9.55,-3.45,62,29,33,46.77,53.23,-9.38,7.97,-0.04
2023-01-18,M1RN34.SA,-1.3,9.54,-14.67,59,26,33,44.07,55.93,-9.27,7.99,-0.16
2023-01-18,M1RN34.SA,-1.4,11.71,-8.74,59,27,32,45.76,54.24,-9.17,8.1,-0.1
2023-01-18,M1RN34.SA,-1.5,18.48,-6.48,57,27,30,47.37,52.63,-9.08,8.18,-0.07
2023-01-18,M1RN34.SA,-1.6,24.04,-1.41,55,26,29,47.27,52.73,-8.98,8.29,-0.02
2023-01-18,M1RN34.SA,-1.7,10.97,-8.42,50,23,27,46.0,54.0,-8.88,8.29,-0.09
2023-01-18,M1RN34.SA,-1.8,9.26,-14.62,48,21,27,43.75,56.25,-8.77,8.39,-0.16
2023-01-18,M1RN34.SA,-1.9,0.71,-14.6,46,19,27,41.3,58.7,-8.67,8.47,-0.16
2023-01-18,M1RN34.SA,-2.0,-8.69,-17.54,43,17,26,39.53,60.47,-8.58,8.57,-0.19
2023-01-18,M1RN34.SA,-2.1,1.78,-15.1,41,17,24,41.46,58.54,-8.48,8.68,-0.17
2023-01-18,M1RN34.SA,-2.2,5.75,-12.4,39,18,21,46.15,53.85,-8.38,8.78,-0.14
2023-01-18,M1RN34.SA,-2.3,-3.22,-19.46,37,16,21,43.24,56.76,-8.27,8.89,-0.22
2023-01-18,M1RN34.SA,-2.4,4.25,-15.77,37,17,20,45.95,54.05,-8.17,8.99,-0.18
2023-01-18,M1RN34.SA,-2.5,10.97,-13.64,33,14,19,42.42,57.58,-8.08,9.07,-0.15
2023-01-18,M1RN34.SA,-2.6,20.97,-10.26,34,16,18,47.06,52.94,-7.98,9.18,-0.11
2023-01-18,M1RN34.SA,-2.7,25.56,-8.97,32,15,17,46.88,53.12,-7.88,9.28,-0.1
2023-01-18,M1RN34.SA,-2.8,25.01,-8.05,31,16,15,51.61,48.39,-7.77,9.39,-0.09
2023-01-18,M1RN34.SA,-2.9,25.01,-4.94,31,17,14,54.84,45.16,-7.67,9.49,-0.05
2023-01-18,M1RN34.SA,-3.0,5.15,-1.8,31,17,14,54.84,45.16,-7.58,9.57,-0.02
2023-01-18,M1RN34.SA,-3.1,14.95,1.29,31,17,14,54.84,45.16,-7.48,9.67,0.01
2023-01-18,M1RN34.SA,-3.2,11.33,4.41,30,17,13,56.67,43.33,-7.38,9.78,0.05
2023-01-18,M1RN34.SA,-3.3,5.82,3.41,28,16,12,57.14,42.86,-7.27,9.88,0.04
2023-01-18,M1RN34.SA,-3.4,-4.47,-1.98,26,15,11,57.69,42.31,-7.17,9.99,-0.02
2023-01-18,M1RN34.SA,-3.5,-2.55,0.55,26,15,11,57.69,42.31,-7.08,10.07,0.01
2023-01-18,M1RN34.SA,-3.6,1.71,-0.66,23,12,11,52.17,47.83,-6.98,10.17,-0.01
2023-01-18,M1RN34.SA,-3.7,8.36,0.37,22,11,11,50.0,50.0,-6.88,10.28,0.0
2023-01-18,M1RN34.SA,-3.8,12.04,0.91,19,9,10,47.37,52.63,-6.77,10.38,0.01
2023-01-18,M1RN34.SA,-3.9,16.26,1.05,18,9,9,50.0,50.0,-6.67,10.49,0.01
2023-01-18,M1RN34.SA,-4.0,22.04,1.62,17,9,8,52.94,47.06,-6.58,10.59,0.02
2023-01-18,M1TA34.SA,-0.5,-62.55,-21.48,72,32,40,44.44,55.56,-7.25,5.21,-0.24
2023-01-18,M1TA34.SA,-0.6,-61.38,-15.28,71,32,39,45.07,54.93,-7.15,5.33,-0.17
2023-01-18,M1TA34.SA,-0.7,-54.35,-13.0,69,30,39,43.48,56.52,-7.04,5.41,-0.14
2023-01-18,M1TA34.SA,-0.8,-53.28,-19.05,65,28,37,43.08,56.92,-6.93,5.31,-0.21
2023-01-18,M1TA34.SA,-0.9,-63.99,-17.0,59,25,34,42.37,57.63,-6.83,5.4,-0.19
2023-01-18,M1TA34.SA,-1.0,-56.09,-13.26,56,25,31,44.64,55.36,-6.72,5.49,-0.15
2023-01-18,M1TA34.SA,-1.1,-70.72,-19.39,52,23,29,44.23,55.77,-6.61,5.58,-0.22
2023-01-18,M1TA34.SA,-1.2,-63.05,-22.0,49,20,29,40.82,59.18,-6.51,5.71,-0.24
2023-01-18,M1TA34.SA,-1.3,-69.64,-20.2,45,18,27,40.0,60.0,-6.45,5.8,-0.22
2023-01-18,M1TA34.SA,-1.4,-66.34,-16.08,43,17,26,39.53,60.47,-6.35,5.89,-0.18
2023-01-18,M1TA34.SA,-1.5,-59.74,-17.43,40,15,25,37.5,62.5,-6.24,5.98,-0.19
2023-01-18,M1TA34.SA,-1.6,-58.73,-13.75,40,15,25,37.5,62.5,-6.13,6.12,-0.15
2023-01-18,M1TA34.SA,-1.7,-49.47,-10.07,39,14,25,35.9,64.1,-6.03,6.21,-0.11
2023-01-18,M1TA34.SA,-1.8,-47.14,-9.67,37,12,25,32.43,67.57,-5.92,6.29,-0.11
2023-01-18,M1TA34.SA,-1.9,-44.6,-6.04,36,17,19,47.22,52.78,-5.81,6.38,-0.07
2023-01-18,M1TA34.SA,-2.0,-45.28,-7.01,34,16,18,47.06,52.94,-5.76,6.47,-0.08
2023-01-18,M1TA34.SA,-2.1,-37.38,-5.17,31,14,17,45.16,54.84,-5.65,6.61,-0.06
2023-01-18,M1TA34.SA,-2.2,-30.19,-1.99,32,16,16,50.0,50.0,-5.55,6.7,-0.02
2023-01-18,M1TA34.SA,-2.3,-24.92,1.1,31,15,16,48.39,51.61,-5.44,6.79,0.01
2023-01-18,M1TA34.SA,-2.4,-20.8,2.69,28,13,15,46.43,53.57,-5.33,6.88,0.03
2023-01-18,M1TA34.SA,-2.5,-14.82,5.61,29,15,14,51.72,48.28,-5.23,7.01,0.06
2023-01-18,M1TA34.SA,-2.6,-18.06,-1.04,25,12,13,48.0,52.0,-5.12,7.1,-0.01
2023-01-18,M1TA34.SA,-2.7,-21.91,-7.63,20,10,10,50.0,50.0,-5.01,2.83,-0.08
2023-01-18,M1TA34.SA,-2.8,-24.39,-10.75,17,7,10,41.18,58.82,-4.96,2.33,-0.12
2023-01-18,M1TA34.SA,-2.9,-28.84,-9.83,16,6,10,37.5,62.5,-4.85,2.42,-0.11
2023-01-18,M1TA34.SA,-3.0,-24.88,-9.51,13,5,8,38.46,61.54,-4.75,2.51,-0.11
2023-01-18,M1TA34.SA,-3.1,-19.7,-8.1,11,5,6,45.45,54.55,-4.64,2.65,-0.09
2023-01-18,M1TA34.SA,-3.2,-17.42,-6.9,13,7,6,53.85,46.15,-4.53,2.75,-0.08
2023-01-18,M1TA34.SA,-3.3,-15.8,-8.38,11,5,6,45.45,54.55,-4.43,2.84,-0.09
2023-01-18,M1TA34.SA,-3.4,-17.63,-7.35,11,5,6,45.45,54.55,-4.32,2.93,-0.08
2023-01-18,M1TA34.SA,-3.5,-24.34,-6.63,10,4,6,40.0,60.0,-4.21,3.03,-0.07
2023-01-18,M1TA34.SA,-3.6,-27.46,-5.72,9,4,5,44.44,55.56,-4.16,3.12,-0.06
2023-01-18,M1TA34.SA,-3.7,-25.46,-4.61,10,5,5,50.0,50.0,-4.05,3.21,-0.05
2023-01-18,M1TA34.SA,-3.8,-24.02,-3.6,10,5,5,50.0,50.0,-3.95,3.35,-0.04
2023-01-18,M1TA34.SA,-3.9,-25.46,-6.12,9,4,5,44.44,55.56,-3.84,2.04,-0.07
2023-01-18,M1TA34.SA,-4.0,-24.29,-7.31,7,3,4,42.86,57.14,-3.73,1.3,-0.08
2023-01-18,MACY34.SA,-0.5,-129.75,-25.27,37,13,24,35.14,64.86,-3.95,9.05,-0.28
2023-01-18,MACY34.SA,-0.6,-126.48,-30.73,35,13,22,37.14,62.86,-3.85,3.34,-0.34
2023-01-18,MACY34.SA,-0.7,-118.12,-28.77,32,12,20,37.5,62.5,-3.75,3.45,-0.32
2023-01-18,MACY34.SA,-0.8,-105.69,-25.59,32,12,20,37.5,62.5,-3.65,3.54,-0.28
2023-01-18,MACY34.SA,-0.9,-101.42,-24.45,31,11,20,35.48,64.52,-3.55,3.64,-0.27
2023-01-18,MACY34.SA,-1.0,-104.15,-22.86,29,9,20,31.03,68.97,-3.45,3.75,-0.25
2023-01-18,MACY34.SA,-1.1,-99.71,-20.91,28,8,20,28.57,71.43,-3.35,3.84,-0.23
2023-01-18,MACY34.SA,-1.2,-92.62,-18.23,27,9,18,33.33,66.67,-3.25,3.94,-0.2
2023-01-18,MACY34.SA,-1.3,-86.32,-17.17,26,8,18,30.77,69.23,-3.15,4.04,-0.19
2023-01-18,MACY34.SA,-1.4,-78.35,-14.66,25,8,17,32.0,68.0,-3.05,4.14,-0.16
2023-01-18,MACY34.SA,-1.5,-76.8,-15.87,23,6,17,26.09,73.91,-2.95,4.24,-0.18
2023-01-18,MACY34.SA,-1.6,-73.49,-17.97,22,5,17,22.73,77.27,-2.85,1.73,-0.2
2023-01-18,MACY34.SA,-1.7,-65.79,-15.71,22,6,16,27.27,72.73,-2.75,1.83,-0.17
2023-01-18,MACY34.SA,-1.8,-62.82,-14.75,20,5,15,25.0,75.0,-2.65,1.93,-0.16
2023-01-18,MACY34.SA,-1.9,-59.05,-14.9,18,4,14,22.22,77.78,-2.55,2.04,-0.17
2023-01-18,MACY34.SA,-2.0,-51.81,-13.1,18,4,14,22.22,77.78,-2.45,2.13,-0.15
2023-01-18,MACY34.SA,-2.1,-48.3,-13.15,16,2,14,12.5,87.5,-2.35,2.23,-0.15
2023-01-18,MACY34.SA,-2.2,-55.58,-11.53,16,2,14,12.5,87.5,-2.25,2.33,-0.13
2023-01-18,MACY34.SA,-2.3,-58.48,-13.49,14,1,13,7.14,92.86,-2.15,0.02,-0.15
