,Ticker,Parametro Utilizado,Resultado 12 meses,Resultado 3 meses,Total de operações,Operações vencedoras,Operações perdedoras,Operações vencedoras(%),Operações Perdedoras(%),Maior DD da operação,Maior ganho da operação,Lucro Médio
2023-01-18,A1MD34.SA,-0.5,-100.32,-35.39,72,31,41,43.06,56.94,-8.86,5.07,-0.39
2023-01-18,A1MD34.SA,-0.6,-92.48,-30.85,70,31,39,44.29,55.71,-8.76,5.18,-0.34
2023-01-18,A1MD34.SA,-0.7,-87.63,-23.79,69,34,35,49.28,50.72,-8.67,5.27,-0.26
2023-01-18,A1MD34.SA,-0.8,-89.17,-24.81,68,34,34,50.0,50.0,-8.55,5.37,-0.28
2023-01-18,A1MD34.SA,-0.9,-81.86,-21.72,67,33,34,49.25,50.75,-8.45,5.48,-0.24
2023-01-18,A1MD34.SA,-1.0,-75.24,-23.1,62,30,32,48.39,51.61,-8.36,5.57,-0.26
2023-01-18,A1MD34.SA,-1.1,-71.33,-20.7,60,31,29,51.67,48.33,-8.26,5.68,-0.23
2023-01-18,A1MD34.SA,-1.2,-66.63,-19.77,56,30,26,53.57,46.43,-8.17,5.77,-0.22
2023-01-18,A1MD34.SA,-1.3,-68.16,-20.58,55,29,26,52.73,47.27,-8.05,5.76,-0.23
2023-01-18,A1MD34.SA,-1.4,-62.88,-15.37,54,28,26,51.85,48.15,-7.95,5.85,-0.17
2023-01-18,A1MD34.SA,-1.5,-60.19,-14.6,51,25,26,49.02,50.98,-7.86,5.96,-0.16
2023-01-18,A1MD34.SA,-1.6,-66.44,-20.3,47,21,26,44.68,55.32,-7.76,6.05,-0.23
2023-01-18,A1MD34.SA,-1.7,-53.95,-15.63,47,22,25,46.81,53.19,-7.67,6.16,-0.17
2023-01-18,A1MD34.SA,-1.8,-46.62,-14.23,45,20,25,44.44,55.56,-7.55,6.25,-0.16
2023-01-18,A1MD34.SA,-1.9,-53.24,-14.54,43,20,23,46.51,53.49,-7.45,6.36,-0.16
2023-01-18,A1MD34.SA,-2.0,-54.53,-17.81,41,18,23,43.9,56.1,-7.36,4.66,-0.2
2023-01-18,A1MD34.SA,-2.1,-61.39,-15.8,40,17,23,42.5,57.5,-7.26,4.77,-0.18
2023-01-18,A1MD34.SA,-2.2,-50.67,-11.8,38,18,20,47.37,52.63,-7.17,4.87,-0.13
2023-01-18,A1MD34.SA,-2.3,-46.4,-11.23,38,18,20,47.37,52.63,-7.05,4.98,-0.12
2023-01-18,A1MD34.SA,-2.4,-45.64,-15.63,34,15,19,44.12,55.88,-6.95,5.08,-0.17
2023-01-18,A1MD34.SA,-2.5,-42.88,-12.57,33,14,19,42.42,57.58,-6.86,5.16,-0.14
2023-01-18,A1MD34.SA,-2.6,-40.51,-11.28,32,14,18,43.75,56.25,-6.76,5.27,-0.13
2023-01-18,A1MD34.SA,-2.7,-40.23,-8.06,32,14,18,43.75,56.25,-6.67,5.37,-0.09
2023-01-18,A1MD34.SA,-2.8,-32.74,-4.85,32,15,17,46.88,53.12,-6.55,5.48,-0.05
2023-01-18,A1MD34.SA,-2.9,-37.57,-7.37,29,13,16,44.83,55.17,-6.45,5.58,-0.08
2023-01-18,A1MD34.SA,-3.0,-34.11,-8.89,28,12,16,42.86,57.14,-6.36,5.69,-0.1
2023-01-18,A1MD34.SA,-3.1,-34.36,-7.62,26,10,16,38.46,61.54,-6.26,5.76,-0.08
2023-01-18,A1MD34.SA,-3.2,-30.9,-8.69,25,9,16,36.0,64.0,-6.17,5.87,-0.1
2023-01-18,A1MD34.SA,-3.3,-24.92,-6.15,25,10,15,40.0,60.0,-6.05,5.97,-0.07
2023-01-18,A1MD34.SA,-3.4,-20.98,-3.63,25,10,15,40.0,60.0,-5.95,6.08,-0.04
2023-01-18,A1MD34.SA,-3.5,-25.08,-5.02,23,9,14,39.13,60.87,-5.86,6.18,-0.06
2023-01-18,A1MD34.SA,-3.6,-19.05,-2.72,23,9,14,39.13,60.87,-5.76,6.26,-0.03
2023-01-18,A1MD34.SA,-3.7,-16.29,-1.49,21,8,13,38.1,61.9,-5.67,6.37,-0.02
2023-01-18,A1MD34.SA,-3.8,-17.03,-1.51,19,6,13,31.58,68.42,-5.55,6.47,-0.02
2023-01-18,A1MD34.SA,-3.9,-16.86,-4.1,17,4,13,23.53,76.47,-5.45,6.58,-0.05
2023-01-18,A1MD34.SA,-4.0,-13.37,-2.39,17,4,13,23.53,76.47,-5.36,6.68,-0.03
2023-01-18,A1UA34.SA,-0.5,-82.39,-17.1,42,15,27,35.71,64.29,-5.62,3.93,-0.19
2023-01-18,A1UA34.SA,-0.6,-83.69,-13.82,42,16,26,38.1,61.9,-5.56,4.02,-0.15
2023-01-18,A1UA34.SA,-0.7,-80.83,-12.98,37,13,24,35.14,64.86,-5.44,4.1,-0.14
2023-01-18,A1UA34.SA,-0.8,-75.34,-11.62,34,12,22,35.29,64.71,-5.33,4.23,-0.13
2023-01-18,A1UA34.SA,-0.9,-69.02,-9.12,31,11,20,35.48,64.52,-5.27,4.32,-0.1
2023-01-18,A1UA34.SA,-1.0,-61.17,-7.18,27,9,18,33.33,66.67,-5.15,4.4,-0.08
2023-01-18,A1UA34.SA,-1.1,-55.69,-6.84,23,7,16,30.43,69.57,-5.04,4.53,-0.08
2023-01-18,A1UA34.SA,-1.2,-64.55,-13.59,22,7,15,31.82,68.18,-4.98,4.24,-0.15
2023-01-18,A1UA34.SA,-1.3,-65.76,-13.0,20,7,13,35.0,65.0,-4.86,4.36,-0.14
2023-01-18,A1UA34.SA,-1.4,-60.59,-11.06,19,7,12,36.84,63.16,-4.74,4.45,-0.12
2023-01-18,A1UA34.SA,-1.5,-54.17,-9.09,19,7,12,36.84,63.16,-4.63,4.53,-0.1
2023-01-18,A1UA34.SA,-1.6,-53.03,-11.87,18,6,12,33.33,66.67,-4.57,3.34,-0.13
2023-01-18,A1UA34.SA,-1.7,-47.23,-10.06,16,7,9,43.75,56.25,-4.45,3.45,-0.11
2023-01-18,A1UA34.SA,-1.8,-46.27,-8.5,16,7,9,43.75,56.25,-4.33,3.57,-0.09
2023-01-18,A1UA34.SA,-1.9,-45.15,-6.96,16,7,9,43.75,56.25,-4.27,3.63,-0.08
2023-01-18,A1UA34.SA,-2.0,-39.78,-5.27,15,7,8,46.67,53.33,-4.16,3.74,-0.06
2023-01-18,A1UA34.SA,-2.1,-35.85,-3.79,15,7,8,46.67,53.33,-4.04,3.86,-0.04
2023-01-18,A1UA34.SA,-2.2,-35.74,-7.12,13,5,8,38.46,61.54,-3.92,1.79,-0.08
2023-01-18,A1UA34.SA,-2.3,-31.65,-5.89,12,5,7,41.67,58.33,-3.86,1.85,-0.07
2023-01-18,A1UA34.SA,-2.4,-32.13,-4.59,12,5,7,41.67,58.33,-3.75,1.98,-0.05
2023-01-18,A1UA34.SA,-2.5,-30.46,-4.74,11,4,7,36.36,63.64,-3.63,2.04,-0.05
2023-01-18,A1UA34.SA,-2.6,-29.02,-5.76,10,4,6,40.0,60.0,-3.57,1.62,-0.06
2023-01-18,A1UA34.SA,-2.7,-25.43,-4.75,10,4,6,40.0,60.0,-3.45,1.73,-0.05
2023-01-18,A1UA34.SA,-2.8,-25.54,-5.45,9,3,6,33.33,66.67,-3.34,1.84,-0.06
2023-01-18,A1UA34.SA,-2.9,-23.44,-4.54,8,3,5,37.5,62.5,-3.22,1.95,-0.05
2023-01-18,A1UA34.SA,-3.0,-21.24,-3.91,8,3,5,37.5,62.5,-3.16,2.0,-0.04
2023-01-18,A1UA34.SA,-3.1,-20.88,-3.55,7,2,5,28.57,71.43,-3.04,2.11,-0.04
2023-01-18,A1UA34.SA,-3.2,-21.43,-5.13,6,1,5,16.67,83.33,-2.93,1.51,-0.06
2023-01-18,A1UA34.SA,-3.3,-19.39,-4.49,6,1,5,16.67,83.33,-2.87,1.64,-0.05
2023-01-18,A1UA34.SA,-3.4,-19.11,-3.89,6,1,5,16.67,83.33,-2.75,1.72,-0.04
2023-01-18,A1UA34.SA,-3.5,-19.01,-3.24,6,1,5,16.67,83.33,-2.63,1.84,-0.04
2023-01-18,A1UA34.SA,-3.6,-17.5,-2.72,5,1,4,20.0,80.0,-2.58,1.92,-0.03
2023-01-18,A1UA34.SA,-3.7,-16.08,-2.12,5,2,3,40.0,60.0,-2.46,2.04,-0.02
2023-01-18,A1UA34.SA,-3.8,-17.14,-3.92,3,0,3,0.0,100.0,-2.34,0.0,-0.04
2023-01-18,A1UA34.SA,-3.9,-16.0,-3.63,3,0,3,0.0,100.0,-2.22,0.0,-0.04
2023-01-18,A1UA34.SA,-4.0,-14.91,-3.41,3,0,3,0.0,100.0,-2.17,0.0,-0.04
2023-01-18,A1ZN34.SA,-0.5,-40.62,-15.44,34,12,22,35.29,64.71,-3.95,2.06,-0.17
2023-01-18,A1ZN34.SA,-0.6,-31.05,-12.26,33,11,22,33.33,66.67,-3.85,2.15,-0.14
2023-01-18,A1ZN34.SA,-0.7,-30.71,-10.29,30,9,21,30.0,70.0,-3.74,2.25,-0.11
2023-01-18,A1ZN34.SA,-0.8,-24.97,-8.48,27,8,19,29.63,70.37,-3.64,2.37,-0.09
2023-01-18,A1ZN34.SA,-0.9,-23.22,-5.74,27,9,18,33.33,66.67,-3.55,2.46,-0.06
2023-01-18,A1ZN34.SA,-1.0,-18.58,-4.08,25,10,15,40.0,60.0,-3.45,2.56,-0.05
2023-01-18,A1ZN34.SA,-1.1,-17.9,-7.24,21,6,15,28.57,71.43,-3.35,1.34,-0.08
2023-01-18,A1ZN34.SA,-1.2,-14.57,-5.45,20,6,14,30.0,70.0,-3.24,1.43,-0.06
2023-01-18,A1ZN34.SA,-1.3,-9.28,-3.67,18,5,13,27.78,72.22,-3.14,1.53,-0.04
2023-01-18,A1ZN34.SA,-1.4,-5.36,-1.86,18,6,12,33.33,66.67,-3.04,1.63,-0.02
2023-01-18,A1ZN34.SA,-1.5,-0.58,-0.17,15,6,9,40.0,60.0,-2.95,1.72,-0.0
2023-01-18,A1ZN34.SA,-1.6,-1.82,-1.08,12,5,7,41.67,58.33,-2.85,1.84,-0.01
2023-01-18,A1ZN34.SA,-1.7,-0.92,-2.75,8,2,6,25.0,75.0,-2.75,1.93,-0.03
2023-01-18,A1ZN34.SA,-1.8,3.51,-1.95,8,2,6,25.0,75.0,-2.64,2.03,-0.02
2023-01-18,A1ZN34.SA,-1.9,4.84,-1.21,6,2,4,33.33,66.67,-2.54,2.12,-0.01
2023-01-18,A1ZN34.SA,-2.0,6.74,-0.57,5,2,3,40.0,60.0,-2.44,2.24,-0.01
2023-01-18,A1ZN34.SA,-2.1,7.06,-0.66,4,1,3,25.0,75.0,-2.35,2.33,-0.01
2023-01-18,A1ZN34.SA,-2.2,7.55,-0.26,4,1,3,25.0,75.0,-2.25,2.43,-0.0
2023-01-18,A1ZN34.SA,-2.3,5.52,0.12,4,1,3,25.0,75.0,-2.15,2.52,0.0
2023-01-18,A1ZN34.SA,-2.4,7.12,0.54,3,1,2,33.33,66.67,-2.04,2.64,0.01
2023-01-18,A1ZN34.SA,-2.5,8.02,0.85,3,2,1,66.67,33.33,-1.94,2.73,0.01
2023-01-18,A1ZN34.SA,-2.6,5.45,-1.7,2,1,1,50.0,50.0,-1.85,0.15,-0.02
2023-01-18,A1ZN34.SA,-2.7,2.55,-1.5,2,1,1,50.0,50.0,-1.75,0.25,-0.02
2023-01-18,A1ZN34.SA,-2.8,2.78,-1.65,1,0,1,0.0,100.0,-1.65,0.0,-0.02
2023-01-18,A1ZN34.SA,-2.9,3.38,-1.55,1,0,1,0.0,100.0,-1.55,0.0,-0.02
2023-01-18,A1ZN34.SA,-3.0,4.56,-1.44,1,0,1,0.0,100.0,-1.44,0.0,-0.02
2023-01-18,A1ZN34.SA,-3.1,5.67,-1.34,1,0,1,0.0,100.0,-1.34,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.2,5.93,-1.25,1,0,1,0.0,100.0,-1.25,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.3,6.68,-1.15,1,0,1,0.0,100.0,-1.15,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.4,7.52,-1.05,1,0,1,0.0,100.0,-1.05,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.5,8.01,-0.94,1,0,1,0.0,100.0,-0.94,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.6,8.7,-0.84,1,0,1,0.0,100.0,-0.84,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.7,9.41,-0.74,1,0,1,0.0,100.0,-0.74,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.8,10.08,-0.65,1,0,1,0.0,100.0,-0.65,0.0,-0.01
2023-01-18,A1ZN34.SA,-3.9,10.81,-0.55,1,0,1,0.0,100.0,-0.55,0.0,-0.01
2023-01-18,A1ZN34.SA,-4.0,6.91,-0.45,1,0,1,0.0,100.0,-0.45,0.0,-0.0
2023-01-18,A2MC34.SA,-0.5,-355.21,-153.61,74,25,49,33.78,66.22,-18.48,13.82,-1.71
2023-01-18,A2MC34.SA,-0.6,-374.66,-152.18,73,24,49,32.88,67.12,-18.33,13.82,-1.69
2023-01-18,A2MC34.SA,-0.7,-363.0,-144.33,73,24,49,32.88,67.12,-18.18,14.0,-1.6
2023-01-18,A2MC34.SA,-0.8,-356.39,-140.63,71,23,48,32.39,67.61,-18.18,14.0,-1.56
2023-01-18,A2MC34.SA,-0.9,-342.85,-136.94,69,22,47,31.88,68.12,-18.03,14.18,-1.52
2023-01-18,A2MC34.SA,-1.0,-337.36,-135.41,68,21,47,30.88,69.12,-17.88,14.36,-1.5
2023-01-18,A2MC34.SA,-1.1,-323.24,-130.51,69,22,47,31.88,68.12,-17.88,14.36,-1.45
2023-01-18,A2MC34.SA,-1.2,-315.88,-131.3,65,21,44,32.31,67.69,-17.73,14.54,-1.46
2023-01-18,A2MC34.SA,-1.3,-333.25,-133.0,65,21,44,32.31,67.69,-17.59,14.54,-1.48
2023-01-18,A2MC34.SA,-1.4,-322.27,-126.26,64,21,43,32.81,67.19,-17.59,14.72,-1.4
2023-01-18,A2MC34.SA,-1.5,-319.83,-126.8,62,19,43,30.65,69.35,-17.44,14.72,-1.41
2023-01-18,A2MC34.SA,-1.6,-306.72,-121.7,62,19,43,30.65,69.35,-17.29,14.9,-1.35
2023-01-18,A2MC34.SA,-1.7,-314.84,-116.82,61,19,42,31.15,68.85,-17.29,14.9,-1.3
2023-01-18,A2MC34.SA,-1.8,-299.62,-109.82,58,19,39,32.76,67.24,-17.14,15.08,-1.22
2023-01-18,A2MC34.SA,-1.9,-288.72,-103.2,61,22,39,36.07,63.93,-16.99,15.26,-1.15
2023-01-18,A2MC34.SA,-2.0,-279.77,-97.53,60,22,38,36.67,63.33,-16.99,15.26,-1.08
2023-01-18,A2MC34.SA,-2.1,-277.18,-95.51,59,21,38,35.59,64.41,-16.84,15.44,-1.06
2023-01-18,A2MC34.SA,-2.2,-276.29,-89.72,59,21,38,35.59,64.41,-16.69,15.44,-1.0
2023-01-18,A2MC34.SA,-2.3,-262.68,-83.74,59,21,38,35.59,64.41,-16.69,15.62,-0.93
2023-01-18,A2MC34.SA,-2.4,-250.53,-78.61,57,21,36,36.84,63.16,-16.54,15.62,-0.87
2023-01-18,A2MC34.SA,-2.5,-236.16,-71.5,58,22,36,37.93,62.07,-16.39,15.8,-0.79
2023-01-18,A2MC34.SA,-2.6,-226.69,-67.65,58,22,36,37.93,62.07,-16.39,15.8,-0.75
2023-01-18,A2MC34.SA,-2.7,-217.29,-64.98,53,21,32,39.62,60.38,-16.24,15.98,-0.72
2023-01-18,A2MC34.SA,-2.8,-212.25,-67.53,50,20,30,40.0,60.0,-16.1,16.16,-0.75
2023-01-18,A2MC34.SA,-2.9,-204.83,-63.49,51,22,29,43.14,56.86,-16.1,16.16,-0.71
2023-01-18,A2MC34.SA,-3.0,-193.19,-58.07,52,24,28,46.15,53.85,-15.95,16.34,-0.65
2023-01-18,A2MC34.SA,-3.1,-192.73,-57.83,50,23,27,46.0,54.0,-15.8,16.34,-0.64
2023-01-18,A2MC34.SA,-3.2,-180.79,-52.54,49,22,27,44.9,55.1,-15.8,16.52,-0.58
2023-01-18,A2MC34.SA,-3.3,-169.94,-48.38,50,24,26,48.0,52.0,-15.65,16.52,-0.54
2023-01-18,A2MC34.SA,-3.4,-163.64,-43.97,48,23,25,47.92,52.08,-15.5,16.7,-0.49
2023-01-18,A2MC34.SA,-3.5,-153.99,-40.19,49,24,25,48.98,51.02,-15.5,16.7,-0.45
2023-01-18,A2MC34.SA,-3.6,-144.79,-37.27,47,22,25,46.81,53.19,-15.35,16.88,-0.41
2023-01-18,A2MC34.SA,-3.7,-144.43,-39.04,46,21,25,45.65,54.35,-15.2,17.06,-0.43
2023-01-18,A2MC34.SA,-3.8,-145.63,-35.35,46,21,25,45.65,54.35,-15.2,17.06,-0.39
2023-01-18,A2MC34.SA,-3.9,-137.89,-30.19,45,21,24,46.67,53.33,-15.05,17.24,-0.34
2023-01-18,A2MC34.SA,-4.0,-145.89,-36.75,43,19,24,44.19,55.81,-14.9,17.24,-0.41
2023-01-18,AALL34.SA,-0.5,-86.78,-26.71,60,21,39,35.0,65.0,-5.46,4.32,-0.3
2023-01-18,AALL34.SA,-0.6,-82.14,-23.22,56,19,37,33.93,66.07,-5.37,4.42,-0.26
2023-01-18,AALL34.SA,-0.7,-71.23,-17.89,54,19,35,35.19,64.81,-5.26,4.52,-0.2
2023-01-18,AALL34.SA,-0.8,-72.33,-18.28,50,16,34,32.0,68.0,-5.17,4.62,-0.2
2023-01-18,AALL34.SA,-0.9,-69.39,-17.07,46,15,31,32.61,67.39,-5.06,4.72,-0.19
2023-01-18,AALL34.SA,-1.0,-63.99,-17.35,44,15,29,34.09,65.91,-4.97,4.82,-0.19
2023-01-18,AALL34.SA,-1.1,-56.83,-15.17,43,15,28,34.88,65.12,-4.86,4.92,-0.17
2023-01-18,AALL34.SA,-1.2,-49.65,-15.44,40,15,25,37.5,62.5,-4.76,5.02,-0.17
2023-01-18,AALL34.SA,-1.3,-43.16,-16.64,38,15,23,39.47,60.53,-4.66,4.14,-0.18
2023-01-18,AALL34.SA,-1.4,-37.77,-13.02,36,15,21,41.67,58.33,-4.56,4.23,-0.14
2023-01-18,AALL34.SA,-1.5,-33.64,-9.72,34,17,17,50.0,50.0,-4.46,4.33,-0.11
2023-01-18,AALL34.SA,-1.6,-37.63,-7.73,32,16,16,50.0,50.0,-4.36,4.44,-0.09
2023-01-18,AALL34.SA,-1.7,-33.26,-4.74,31,15,16,48.39,51.61,-4.27,4.53,-0.05
2023-01-18,AALL34.SA,-1.8,-28.33,-1.68,31,15,16,48.39,51.61,-4.16,4.64,-0.02
2023-01-18,AALL34.SA,-1.9,-27.08,0.65,30,15,15,50.0,50.0,-4.07,4.73,0.01
2023-01-18,AALL34.SA,-2.0,-21.67,3.56,29,14,15,48.28,51.72,-3.96,4.84,0.04
2023-01-18,AALL34.SA,-2.1,-12.15,6.46,29,14,15,48.28,51.72,-3.86,4.93,0.07
2023-01-18,AALL34.SA,-2.2,-7.44,5.03,27,12,15,44.44,55.56,-3.76,5.04,0.06
2023-01-18,AALL34.SA,-2.3,-8.24,5.6,26,11,15,42.31,57.69,-3.66,5.14,0.06
2023-01-18,AALL34.SA,-2.4,-9.11,7.22,25,12,13,48.0,52.0,-3.56,5.23,0.08
2023-01-18,AALL34.SA,-2.5,-10.3,2.87,23,11,12,47.83,52.17,-3.46,5.34,0.03
2023-01-18,AALL34.SA,-2.6,-17.61,-3.72,20,8,12,40.0,60.0,-3.37,2.42,-0.04
2023-01-18,AALL34.SA,-2.7,-22.48,-3.59,17,6,11,35.29,64.71,-3.26,2.51,-0.04
2023-01-18,AALL34.SA,-2.8,-22.91,-2.21,16,5,11,31.25,68.75,-3.17,2.62,-0.02
2023-01-18,AALL34.SA,-2.9,-20.86,-1.25,14,4,10,28.57,71.43,-3.06,2.71,-0.01
2023-01-18,AALL34.SA,-3.0,-17.71,-2.14,13,3,10,23.08,76.92,-2.97,2.82,-0.02
2023-01-18,AALL34.SA,-3.1,-14.54,-0.86,12,5,7,41.67,58.33,-2.86,2.91,-0.01
2023-01-18,AALL34.SA,-3.2,-10.45,0.47,13,7,6,53.85,46.15,-2.76,3.02,0.01
2023-01-18,AALL34.SA,-3.3,-10.35,-0.27,12,6,6,50.0,50.0,-2.66,3.11,-0.0
2023-01-18,AALL34.SA,-3.4,-8.35,-1.53,11,5,6,45.45,54.55,-2.56,3.22,-0.02
2023-01-18,AALL34.SA,-3.5,-5.79,-0.52,10,6,4,60.0,40.0,-2.46,3.31,-0.01
2023-01-18,AALL34.SA,-3.6,-6.2,-0.73,7,3,4,42.86,57.14,-2.36,3.41,-0.01
2023-01-18,AALL34.SA,-3.7,-3.16,-0.04,7,3,4,42.86,57.14,-2.27,3.52,-0.0
2023-01-18,AALL34.SA,-3.8,-0.67,-0.08,6,2,4,33.33,66.67,-2.16,3.61,-0.0
2023-01-18,AALL34.SA,-3.9,2.55,0.51,6,2,4,33.33,66.67,-2.07,3.72,0.01
2023-01-18,AALL34.SA,-4.0,-6.89,1.11,6,2,4,33.33,66.67,-1.96,3.81,0.01
2023-01-18,AALR3.SA,-0.5,89.41,18.95,60,39,21,65.0,35.0,-1.46,3.96,0.21
2023-01-18,AALR3.SA,-0.6,99.36,19.1,58,41,17,70.69,29.31,-1.36,1.94,0.21
2023-01-18,AALR3.SA,-0.7,97.98,21.25,56,43,13,76.79,23.21,-1.26,2.02,0.24
2023-01-18,AALR3.SA,-0.8,101.89,22.2,54,42,12,77.78,22.22,-1.17,1.8,0.25
2023-01-18,AALR3.SA,-0.9,93.53,22.24,47,37,10,78.72,21.28,-1.02,1.9,0.25
2023-01-18,AALR3.SA,-1.0,85.19,20.58,38,31,7,81.58,18.42,-0.92,1.99,0.23
2023-01-18,AALR3.SA,-1.1,86.31,18.66,36,29,7,80.56,19.44,-0.83,2.09,0.21
2023-01-18,AALR3.SA,-1.2,92.2,18.18,30,24,6,80.0,20.0,-0.73,2.18,0.2
2023-01-18,AALR3.SA,-1.3,90.97,19.94,29,23,6,79.31,20.69,-0.63,2.28,0.22
2023-01-18,AALR3.SA,-1.4,87.0,19.28,24,20,4,83.33,16.67,-0.53,2.37,0.21
2023-01-18,AALR3.SA,-1.5,68.35,15.35,19,16,3,84.21,15.79,-0.44,2.52,0.17
2023-01-18,AALR3.SA,-1.6,60.2,14.34,16,14,2,87.5,12.5,-0.34,2.61,0.16
2023-01-18,AALR3.SA,-1.7,59.03,15.34,16,15,1,93.75,6.25,-0.24,2.71,0.17
2023-01-18,AALR3.SA,-1.8,51.25,15.88,15,14,1,93.33,6.67,-0.15,2.8,0.18
2023-01-18,AALR3.SA,-1.9,49.14,15.47,13,12,1,92.31,7.69,-0.05,2.9,0.17
2023-01-18,AALR3.SA,-2.0,48.39,16.81,13,13,0,100.0,0.0,0.0,2.99,0.19
2023-01-18,AALR3.SA,-2.1,47.05,16.88,11,11,0,100.0,0.0,0.0,3.08,0.19
2023-01-18,AALR3.SA,-2.2,37.99,12.55,8,8,0,100.0,0.0,0.0,3.18,0.14
2023-01-18,AALR3.SA,-2.3,30.27,11.43,7,7,0,100.0,0.0,0.0,3.27,0.13
2023-01-18,AALR3.SA,-2.4,24.17,10.46,6,6,0,100.0,0.0,0.0,3.42,0.12
2023-01-18,AALR3.SA,-2.5,24.86,11.07,6,6,0,100.0,0.0,0.0,3.51,0.12
2023-01-18,AALR3.SA,-2.6,23.43,10.54,5,5,0,100.0,0.0,0.0,3.61,0.12
2023-01-18,AALR3.SA,-2.7,22.88,8.37,4,4,0,100.0,0.0,0.0,3.7,0.09
2023-01-18,AALR3.SA,-2.8,18.29,2.23,2,2,0,100.0,0.0,0.0,1.36,0.02
2023-01-18,AALR3.SA,-2.9,20.11,2.43,2,2,0,100.0,0.0,0.0,1.46,0.03
2023-01-18,AALR3.SA,-3.0,20.86,1.55,1,1,0,100.0,0.0,0.0,1.55,0.02
2023-01-18,AALR3.SA,-3.1,18.05,1.64,1,1,0,100.0,0.0,0.0,1.64,0.02
2023-01-18,AALR3.SA,-3.2,19.77,1.74,1,1,0,100.0,0.0,0.0,1.74,0.02
2023-01-18,AALR3.SA,-3.3,19.33,1.83,1,1,0,100.0,0.0,0.0,1.83,0.02
2023-01-18,AALR3.SA,-3.4,14.43,1.92,1,1,0,100.0,0.0,0.0,1.92,0.02
2023-01-18,AALR3.SA,-3.5,14.87,2.07,1,1,0,100.0,0.0,0.0,2.07,0.02
2023-01-18,AALR3.SA,-3.6,13.52,2.16,1,1,0,100.0,0.0,0.0,2.16,0.02
2023-01-18,AALR3.SA,-3.7,12.43,2.25,1,1,0,100.0,0.0,0.0,2.25,0.02
2023-01-18,AALR3.SA,-3.8,7.26,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,AALR3.SA,-3.9,8.03,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,AALR3.SA,-4.0,8.02,0.0,0,0,0,,,0.0,0.0,0.0
2023-01-18,AAPL34.SA,-0.5,-50.02,-32.79,64,27,37,42.19,57.81,-3.58,4.3,-0.36
2023-01-18,AAPL34.SA,-0.6,-41.62,-26.32,64,28,36,43.75,56.25,-3.48,4.41,-0.29
2023-01-18,AAPL34.SA,-0.7,-37.09,-25.6,60,25,35,41.67,58.33,-3.38,4.5,-0.28
2023-01-18,AAPL34.SA,-0.8,-31.54,-24.55,56,23,33,41.07,58.93,-3.28,3.32,-0.27
2023-01-18,AAPL34.SA,-0.9,-29.31,-26.22,53,20,33,37.74,62.26,-3.18,3.43,-0.29
2023-01-18,AAPL34.SA,-1.0,-25.15,-25.25,50,18,32,36.0,64.0,-3.08,3.51,-0.28
2023-01-18,AAPL34.SA,-1.1,-29.0,-28.54,44,17,27,38.64,61.36,-2.98,2.22,-0.32
2023-01-18,AAPL34.SA,-1.2,-26.29,-26.98,43,17,26,39.53,60.47,-2.88,2.34,-0.3
2023-01-18,AAPL34.SA,-1.3,-25.61,-24.61,41,15,26,36.59,63.41,-2.78,2.43,-0.27
2023-01-18,AAPL34.SA,-1.4,-19.29,-22.67,39,13,26,33.33,66.67,-2.7,2.51,-0.25
2023-01-18,AAPL34.SA,-1.5,-14.45,-18.79,39,14,25,35.9,64.1,-2.6,2.63,-0.21
2023-01-18,AAPL34.SA,-1.6,-11.9,-16.66,37,12,25,32.43,67.57,-2.5,2.72,-0.19
2023-01-18,AAPL34.SA,-1.7,-15.0,-14.76,36,11,25,30.56,69.44,-2.4,2.83,-0.16
2023-01-18,AAPL34.SA,-1.8,-7.7,-11.24,35,13,22,37.14,62.86,-2.3,2.92,-0.12
2023-01-18,AAPL34.SA,-1.9,-6.36,-11.55,31,9,22,29.03,70.97,-2.2,3.03,-0.13
2023-01-18,AAPL34.SA,-2.0,-4.7,-8.45,29,9,20,31.03,68.97,-2.09,3.12,-0.09
2023-01-18,AAPL34.SA,-2.1,1.63,-5.49,30,10,20,33.33,66.67,-1.99,3.24,-0.06
2023-01-18,AAPL34.SA,-2.2,2.93,-4.05,28,8,20,28.57,71.43,-1.89,3.32,-0.04
2023-01-18,AAPL34.SA,-2.3,2.21,-6.08,25,6,19,24.0,76.0,-1.79,2.84,-0.07
2023-01-18,AAPL34.SA,-2.4,-2.86,-3.63,25,8,17,32.0,68.0,-1.69,2.94,-0.04
2023-01-18,AAPL34.SA,-2.5,0.37,-1.09,24,8,16,33.33,66.67,-1.59,3.04,-0.01
2023-01-18,AAPL34.SA,-2.6,3.71,1.19,20,9,11,45.0,55.0,-1.49,3.14,0.01
2023-01-18,AAPL34.SA,-2.7,6.83,3.14,21,11,10,52.38,47.62,-1.39,3.24,0.03
